Symbol,Name,Exchange,MarketCap,Sector,Industry,LastPrice,Volume,IsOTC
"CME","CME Group Inc. Class A Common Stock","NASDAQ",98471732363,"","",273.08,,false
"DASH","DoorDash, Inc. Class A Common Stock","NASDAQ",97612544583,"","",226.48,,false
"SBUX","Starbucks Corporation Common Stock","NASDAQ",95755191000,"","",84.21,,false
"SNPS","Synopsys, Inc. Common Stock","NASDAQ",89865987722,"","",469.72,,false
"NTES","NetEase, Inc. American Depositary Shares","NASDAQ",87140747844,"","",137.62,,false
"CDNS","Cadence Design Systems, Inc. Common Stock","NASDAQ",85084588580,"","",312.58,,false
"ABNB","Airbnb, Inc. Class A Common Stock","NASDAQ",83542412884,"","",135.72,,false
"MAR","Marriott International Class A Common Stock","NASDAQ",83253460881,"","",310.24,,false
"REGN","Regeneron Pharmaceuticals, Inc. Common Stock","NASDAQ",81123123278,"","",771.87,,false
"SATA","Strive, Inc. Variable Rate Series A Perpetual Preferred Stock","NASDAQ",77544336475,"","",95.09,,false
"ORLY","O'Reilly Automotive, Inc. Common Stock","NASDAQ",76990734231,"","",91.21,,false
"CTAS","Cintas Corporation Common Stock","NASDAQ",75579066131,"","",188.07,,false
"EQIX","Equinix, Inc. Common Stock REIT","NASDAQ",75226245520,"","",766.16,,false
"MNST","Monster Beverage Corporation","NASDAQ",74908216631,"","",76.67,,false
"MRVL","Marvell Technology, Inc. Common Stock","NASDAQ",72071538000,"","",84.98,,false
"WBD","Warner Bros. Discovery, Inc. Series A Common Stock","NASDAQ",71415225349,"","",28.82,,false
"MDLZ","Mondelez International, Inc. Class A Common Stock","NASDAQ",69459997624,"","",53.83,,false
"CSX","CSX Corporation Common Stock","NASDAQ",67502464655,"","",36.25,,false
"ADSK","Autodesk, Inc. Common Stock","NASDAQ",62754120000,"","",296.01,,false
"AEP","American Electric Power Company, Inc. Common Stock","NASDAQ",61721476567,"","",115.31,,false
"COIN","Coinbase Global, Inc. Class A Common Stock","NASDAQ",60977252098,"","",226.14,,false
"ELVR","Elevra Lithium Limited American Depository Shares","NASDAQ",60683107125,"","",52.57,,false
"FTNT","Fortinet, Inc. Common Stock","NASDAQ",59053095780,"","",79.41,,false
"WDC","Western Digital Corporation Common Stock","NASDAQ",58898989138,"","",172.27,,false
"STX","Seagate Technology Holdings PLC Ordinary Shares (Ireland)","NASDAQ",58811768739,"","",275.39,,false
"TRI","Thomson Reuters Corporation Common Shares","NASDAQ",58670275610,"","",131.89,,false
"ROST","Ross Stores, Inc. Common Stock","NASDAQ",58265369330,"","",180.14,,false
"PCAR","PACCAR Inc. Common Stock","NASDAQ",57515129354,"","",109.51,,false
"WDAY","Workday, Inc. Class A Common Stock","NASDAQ",56487140000,"","",214.78,,false
"BRKRP","Bruker Corporation 6.375% Mandatory Convertible Preferred Stock, Series A","NASDAQ",55610458704,"","",366,,false
"NDAQ","Nasdaq, Inc. Common Stock","NASDAQ",55460786407,"","",97.13,,false
"MDLN","Medline Inc. Class A Common Stock","NASDAQ",55176123324,"","",42,,false
"NXPI","NXP Semiconductors N.V. Common Stock","NASDAQ",54628460675,"","",217.06,,false
"PYPL","PayPal Holdings, Inc. Common Stock","NASDAQ",54623361016,"","",58.38,,false
"IDXX","IDEXX Laboratories, Inc. Common Stock","NASDAQ",54021820285,"","",676.53,,false
"ALNY","Alnylam Pharmaceuticals, Inc. Common Stock","NASDAQ",52535059728,"","",397.65,,false
"ARGX","argenx SE American Depositary Shares","NASDAQ",51290261194,"","",840.95,,false
"EA","Electronic Arts Inc. Common Stock","NASDAQ",50960834153,"","",204.33,,false
"ROP","Roper Technologies, Inc. Common Stock","NASDAQ",47912649216,"","",445.13,,false
"DDOG","Datadog, Inc. Class A Common Stock","NASDAQ",47687715157,"","",135.99,,false
"TTWO","Take-Two Interactive Software, Inc. Common Stock","NASDAQ",47308924357,"","",256.03,,false
"TCOM","Trip.com Group Limited American Depositary Shares","NASDAQ",46976697259,"","",71.91,,false
"FER","Ferrovial SE Ordinary Shares","NASDAQ",46531223404,"","",64.61,,false
"FAST","Fastenal Company Common Stock","NASDAQ",46070673484,"","",40.13,,false
"BKR","Baker Hughes Company Class A Common Stock","NASDAQ",44937682586,"","",45.54,,false
"BIDU","Baidu, Inc. ADS","NASDAQ",44917105271,"","",130.66,,false
"AXON","Axon Enterprise, Inc. Common Stock","NASDAQ",44815620955,"","",567.93,,false
"EXC","Exelon Corporation Common Stock","NASDAQ",44038554874,"","",43.59,,false
"XEL","Xcel Energy Inc. Common Stock","NASDAQ",43691127634,"","",73.86,,false
"MSTR","Strategy Inc Common Stock Class A","NASDAQ",43663400033,"","",151.95,,false
"MPWR","Monolithic Power Systems, Inc. Common Stock","NASDAQ",43420988520,"","",906.36,,false
"FANG","Diamondback Energy, Inc. Common Stock","NASDAQ",43073395553,"","",150.33,,false
"TEAM","Atlassian Corporation Class A Common Stock","NASDAQ",42660833430,"","",162.14,,false
"JD","JD.com, Inc. American Depositary Shares","NASDAQ",41709551375,"","",28.7,,false
"CCEP","Coca-Cola Europacific Partners plc Ordinary Shares","NASDAQ",41176206673,"","",90.7,,false
"PAYX","Paychex, Inc. Common Stock","NASDAQ",40268968541,"","",112.18,,false
"CTSH","Cognizant Technology Solutions Corporation Class A Common Stock","NASDAQ",40059657259,"","",83,,false
"HBANL","Huntington Bancshares Incorporated Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock","NASDAQ",39984252029,"","",25.39,,false
"EBAY","eBay Inc. Common Stock","NASDAQ",39369200000,"","",87.1,,false
"KDP","Keurig Dr Pepper Inc. Common Stock","NASDAQ",38053913331,"","",28.01,,false
"RYAAY","Ryanair Holdings plc American Depositary Shares","NASDAQ",37988817228,"","",72.19,,false
"CPRT","Copart, Inc. (DE) Common Stock","NASDAQ",37897892329,"","",39.15,,false
"GEHC","GE HealthCare Technologies Inc. Common Stock","NASDAQ",37361880976,"","",82.02,,false
"RKLB","Rocket Lab Corporation Common Stock","NASDAQ",37262745790,"","",69.76,,false
"INSM","Insmed Incorporated Common Stock","NASDAQ",37118114545,"","",174.04,,false
"UAL","United Airlines Holdings, Inc. Common Stock","NASDAQ",36200381930,"","",111.82,,false
"FISV","Fiserv, Inc. Common Stock","NASDAQ",36127511250,"","",67.17,,false
"ZS","Zscaler, Inc. Common Stock","NASDAQ",35868264103,"","",224.92,,false
"CRWV","CoreWeave, Inc. Class A Common Stock","NASDAQ",35684517034,"","",71.61,,false
"SYM","Symbotic Inc. Class A Common Stock","NASDAQ",35599775106,"","",59.5,,false
"SNDK","Sandisk Corporation Common Stock","NASDAQ",34788793631,"","",237.38,,false
"ACGL","Arch Capital Group Ltd. Common Stock","NASDAQ",34783079973,"","",95.92,,false
"HBANM","Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock","NASDAQ",34771653596,"","",22.08,,false
"EXPE","Expedia Group, Inc. Common Stock","NASDAQ",34714686825,"","",283.31,,false
"MCHP","Microchip Technology Incorporated Common Stock","NASDAQ",34437272262,"","",63.72,,false
"MDB","MongoDB, Inc. Class A Common Stock","NASDAQ",34159307754,"","",419.69,,false
"ONC","BeOne Medicines Ltd. American Depositary Shares","NASDAQ",33618989663,"","",303.81,,false
"KMB","Kimberly-Clark Corporation Common Stock","NASDAQ",33484696473,"","",100.89,,false
"SOFI","SoFi Technologies, Inc. Common Stock","NASDAQ",32963633554,"","",26.18,,false
"ODFL","Old Dominion Freight Line, Inc. Common Stock","NASDAQ",32786635235,"","",156.8,,false
"FOXA","Fox Corporation Class A Common Stock","NASDAQ",32438894623,"","",73.07,,false
"ERIC","Ericsson American Depositary Shares","NASDAQ",32310629243,"","",9.65,,false
"NTRA","Natera, Inc. Common Stock","NASDAQ",31617733787,"","",229.09,,false
"MCHPP","Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock","NASDAQ",31497241486,"","",58.28,,false
"WTW","Willis Towers Watson Public Limited Company Ordinary Shares","NASDAQ",31462994232,"","",328.6,,false
"VOD","Vodafone Group Plc American Depositary Shares","NASDAQ",31385650070,"","",13.21,,false
"SATS","EchoStar  Corporation Common Stock","NASDAQ",31292155441,"","",108.7,,false
"VRSK","Verisk Analytics, Inc. Common Stock","NASDAQ",31176250183,"","",223.69,,false
"FITB","Fifth Third Bancorp Common Stock","NASDAQ",30941960907,"","",46.81,,false
"TER","Teradyne, Inc. Common Stock","NASDAQ",30313103129,"","",193.56,,false
"STRF","Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock","NASDAQ",29037094922,"","",101.05,,false
"FOX","Fox Corporation Class B Common Stock","NASDAQ",28825200875,"","",64.93,,false
"KHC","The Kraft Heinz Company Common Stock","NASDAQ",28703647791,"","",24.25,,false
"IBKR","Interactive Brokers Group, Inc. Class A Common Stock","NASDAQ",28641366364,"","",64.31,,false
"LPLA","LPL Financial Holdings Inc. Common Stock","NASDAQ",28587037450,"","",357.17,,false
"CSGP","CoStar Group, Inc. Common Stock","NASDAQ",28497844467,"","",67.24,,false
"STRC","Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock","NASDAQ",28389112249,"","",98.795,,false
"ALAB","Astera Labs, Inc. Common Stock","NASDAQ",28098805558,"","",166.36,,false
"FSLR","First Solar, Inc. Common Stock","NASDAQ",28032105673,"","",261.23,,false
"HBAN","Huntington Bancshares Incorporated Common Stock","NASDAQ",27322834687,"","",17.35,,false
"AGNCN","AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock","NASDAQ",27097010008,"","",25.26,,false
"AGNCZ","AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock","NASDAQ",27075555527,"","",25.24,,false
"CHTR","Charter Communications, Inc. Class A Common Stock New","NASDAQ",27014205361,"","",208.75,,false
"HBANP","Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock","NASDAQ",26913385868,"","",17.09,,false
"ULTA","Ulta Beauty, Inc. Common Stock","NASDAQ",26839557682,"","",605.01,,false
"AGNCO","AGNC Investment Corp. Depositary Shares, each representing a 1/1,000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock","NASDAQ",26828828991,"","",25.01,,false
"FCNCA","First Citizens BancShares, Inc. Class A Common Stock","NASDAQ",26688932991,"","",2146.18,,false
"ASTS","AST SpaceMobile, Inc. Class A Common Stock","NASDAQ",26656613938,"","",72.63,,false
"AGNCL","AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock","NASDAQ",26549920733,"","",24.75,,false
"TSCO","Tractor Supply Company Common Stock","NASDAQ",26425463786,"","",50.01,,false
"AGNCP","AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","NASDAQ",26324648678,"","",24.54,,false
"AGNCM","AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock","NASDAQ",26292466956,"","",24.51,,false
"EXE","Expand Energy Corporation Common Stock","NASDAQ",26284407761,"","",110.36,,false
"LITE","Lumentum Holdings Inc. Common Stock","NASDAQ",26133031000,"","",368.59,,false
"CRDO","Credo Technology Group Holding Ltd Ordinary Shares","NASDAQ",25991098047,"","",143.89,,false
"DXCM","DexCom, Inc. Common Stock","NASDAQ",25885379973,"","",66.37,,false
"NTRS","Northern Trust Corporation Common Stock","NASDAQ",25831541432,"","",136.59,,false
"BIIB","Biogen Inc. Common Stock","NASDAQ",25818132849,"","",175.99,,false
"ESLT","Elbit Systems Ltd. Ordinary Shares","NASDAQ",25769771897,"","",577.71,,false
"ZM","Zoom Communications, Inc. Class A Common Stock","NASDAQ",25550552615,"","",86.29,,false
"CINF","Cincinnati Financial Corporation Common Stock","NASDAQ",25480943543,"","",163.32,,false
"TW","Tradeweb Markets Inc. Class A Common Stock","NASDAQ",25430885738,"","",107.54,,false
"STLD","Steel Dynamics, Inc.","NASDAQ",24745606858,"","",169.45,,false
"FWONK","Liberty Media Corporation Series C Liberty Formula One Common Stock","NASDAQ",24632842887,"","",98.51,,false
"AFRM","Affirm Holdings, Inc. Class A Common Stock","NASDAQ",24567380876,"","",74.43,,false
"DLTR","Dollar Tree Inc. Common Stock","NASDAQ",24460930533,"","",123.01,,false
"RIVN","Rivian Automotive, Inc. Class A Common Stock","NASDAQ",24162747497,"","",19.71,,false
"TPG","TPG Inc. Class A Common Stock","NASDAQ",24136009740,"","",63.84,,false
"EXEEL","Expand Energy Corporation Class C Warrants","NASDAQ",23733610306,"","",99.65,,false
"LULU","lululemon athletica inc. Common Stock","NASDAQ",23314212420,"","",207.81,,false
"FUTU","Futu Holdings Limited American Depositary Shares","NASDAQ",22862548268,"","",164.21,,false
"BNTX","BioNTech SE American Depositary Share","NASDAQ",22845220541,"","",95.2,,false
"BTSGU","BrightSpring Health Services, Inc. Tangible Equity Unit","NASDAQ",22762263404,"","",126.21,,false
"STRK","Strategy Inc 8.00% Series A Perpetual Strike Preferred Stock","NASDAQ",22631980169,"","",78.76,,false
"VRSN","VeriSign, Inc. Common Stock","NASDAQ",22521465000,"","",242.95,,false
"FWONA","Liberty Media Corporation Series A Liberty Formula One Common Stock","NASDAQ",22349847703,"","",89.38,,false
"TROW","T. Rowe Price Group, Inc. Common Stock","NASDAQ",22343104060,"","",102.38,,false
"FLEX","Flex Ltd. Ordinary Shares","NASDAQ",22342731618,"","",60.42,,false
"RPRX","Royalty Pharma plc Class A Ordinary Shares","NASDAQ",22304480454,"","",38.64,,false
"CYBR","CyberArk Software Ltd. Ordinary Shares","NASDAQ",22061553521,"","",446.06,,false
"ON","ON Semiconductor Corporation Common Stock","NASDAQ",21788791010,"","",54.15,,false
"STRD","Strategy Inc 10.00% Series A Perpetual Stride Preferred Stock","NASDAQ",21721068829,"","",75.59,,false
"SSNC","SS&C Technologies Holdings, Inc. Common Stock","NASDAQ",21332875570,"","",87.42,,false
"CG","The Carlyle Group Inc. Common Stock","NASDAQ",21303863827,"","",59.11,,false
"NTAP","NetApp, Inc. Common Stock","NASDAQ",21210282667,"","",107.09,,false
"UTHR","United Therapeutics Corporation Common Stock","NASDAQ",20979327863,"","",487.25,,false
"PTC","PTC Inc. Common Stock","NASDAQ",20809081549,"","",174.21,,false
"SBAC","SBA Communications Corporation Class A Common Stock","NASDAQ",20609360484,"","",193.43,,false
"CASY","Casey's General Stores, Inc. Common Stock","NASDAQ",20487264538,"","",552.71,,false
"GMAB","Genmab A/S ADS","NASDAQ",20385653288,"","",30.8,,false
"GRAB","Grab Holdings Limited Class A Ordinary Shares","NASDAQ",20329948964,"","",4.99,,false
"FTAI","FTAI Aviation Ltd. Common Stock","NASDAQ",20191480286,"","",196.85,,false
"CHKP","Check Point Software Technologies Ltd. Ordinary Shares","NASDAQ",20108863128,"","",185.56,,false
"ILMN","Illumina, Inc. Common Stock","NASDAQ",20041248000,"","",131.16,,false
"PODD","Insulet Corporation Common Stock","NASDAQ",19995402288,"","",284.24,,false
"NBIS","Nebius Group N.V. Class A Ordinary Shares","NASDAQ",19930899699,"","",83.705,,false
"INCY","Incyte Corp. Common Stock","NASDAQ",19390793375,"","",98.77,,false
"PFG","Principal Financial Group Inc Common Stock","NASDAQ",19379193891,"","",88.21,,false
"GFS","GlobalFoundries Inc. Ordinary Shares","NASDAQ",19307715779,"","",34.92,,false
"EXAS","Exact Sciences Corporation Common Stock","NASDAQ",19242705025,"","",101.56,,false
"CHRW","C.H. Robinson Worldwide, Inc. Common Stock","NASDAQ",18991732735,"","",160.76,,false
"RGLD","Royal Gold, Inc. Common Stock","NASDAQ",18760845424,"","",222.29,,false
"TRMB","Trimble Inc. Common Stock","NASDAQ",18641107373,"","",78.35,,false
"JBHT","J.B. Hunt Transport Services, Inc. Common Stock","NASDAQ",18504733362,"","",194.34,,false
"NVAWW","Nova Minerals Limited Warrant","NASDAQ",18483135759,"","",40.98,,false
"TTD","The Trade Desk, Inc. Class A Common Stock","NASDAQ",18357261151,"","",37.96,,false
"WWD","Woodward, Inc. Common Stock","NASDAQ",18099588522,"","",302.32,,false
"LI","Li Auto Inc. American Depositary Shares","NASDAQ",17916362048,"","",16.93,,false
"CDW","CDW Corporation Common Stock","NASDAQ",17732376492,"","",136.2,,false
"SMCI","Super Micro Computer, Inc. Common Stock","NASDAQ",17473345063,"","",29.27,,false
"DKNG","DraftKings Inc. Class A Common Stock","NASDAQ",17153240626,"","",34.46,,false
"TLN","Talen Energy Corporation Common Stock","NASDAQ",17125625448,"","",374.84,,false
"FITBI","Fifth Third Bancorp Depositary Shares","NASDAQ",16915291169,"","",25.59,,false
"GEN","Gen Digital Inc. Common Stock","NASDAQ",16768510949,"","",27.19,,false
"LNT","Alliant Energy Corporation Common Stock","NASDAQ",16711060322,"","",65.01,,false
"EVRG","Evergy, Inc. Common Stock","NASDAQ",16688223299,"","",72.49,,false
"NWS","News Corporation Class B Common Stock","NASDAQ",16637518307,"","",29.63,,false
"HOLX","Hologic, Inc. Common Stock","NASDAQ",16604210434,"","",74.49,,false
"ZG","Zillow Group, Inc. Class A Common Stock","NASDAQ",16515114485,"","",68.23,,false
"Z","Zillow Group, Inc. Class C Capital Stock","NASDAQ",16512693979,"","",68.22,,false
"FITBP","Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A","NASDAQ",16293940106,"","",24.65,,false
"BPYPM","Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units, Series 1","NASDAQ",16113496975,"","",15.5,,false
"COO","The Cooper Companies, Inc. Common Stock","NASDAQ",16062359011,"","",81.96,,false
"ROKU","Roku, Inc. Class A Common Stock","NASDAQ",16029589636,"","",108.49,,false
"WMG","Warner Music Group Corp. Class A Common Stock","NASDAQ",16022101820,"","",30.67,,false
"MEDP","Medpace Holdings, Inc. Common Stock","NASDAQ",15820682448,"","",561.65,,false
"EWBC","East West Bancorp, Inc. Common Stock","NASDAQ",15463246034,"","",112.39,,false
"RVMD","Revolution Medicines, Inc. Common Stock","NASDAQ",15397922468,"","",79.65,,false
"OKTA","Okta, Inc. Class A Common Stock","NASDAQ",15325097210,"","",86.47,,false
"BPYPP","Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units","NASDAQ",15177874570,"","",14.6,,false
"ROIV","Roivant Sciences Ltd. Common Shares","NASDAQ",15092168046,"","",21.7,,false
"BPYPO","Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2","NASDAQ",14845208826,"","",14.28,,false
"FFIV","F5, Inc. Common Stock","NASDAQ",14827954870,"","",255.26,,false
"SLMBP","SLM Corporation Floating Rate Non-Cumulative Preferred Stock, Series B","NASDAQ",14795426353,"","",72.87,,false
"KSPI","Joint Stock Company Kaspi.kz American Depository Shares","NASDAQ",14792623620,"","",78.13,,false
"PSKY","Paramount Skydance Corporation Class B Common Stock","NASDAQ",14782437492,"","",13.4,,false
"BBIO","BridgeBio Pharma, Inc. Common Stock","NASDAQ",14740297106,"","",76.49,,false
"LOGI","Logitech International S.A. Ordinary Shares","NASDAQ",14718074986,"","",100.22,,false
"ICLR","ICON plc Ordinary Shares","NASDAQ",14715515029,"","",182.22,,false
"NWSA","News Corporation Class A Common Stock","NASDAQ",14666620931,"","",26.12,,false
"VLYPN","Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series C","NASDAQ",14587746197,"","",26.16,,false
"ARCC","Ares Capital Corporation Common Stock","NASDAQ",14479149118,"","",20.23,,false
"HTHT","H World Group Limited American Depositary Shares","NASDAQ",14441483385,"","",47.05,,false
"VTRS","Viatris Inc. Common Stock","NASDAQ",14339534906,"","",12.45,,false
"VLYPO","Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series B","NASDAQ",14180672240,"","",25.43,,false
"NBIX","Neurocrine Biosciences, Inc. Common Stock","NASDAQ",14141259147,"","",141.83,,false
"VLYPP","Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series A","NASDAQ",14102603262,"","",25.29,,false
"DPZ","Domino's Pizza Inc Common Stock","NASDAQ",14082771387,"","",416.82,,false
"NTNX","Nutanix, Inc. Class A Common Stock","NASDAQ",13976972072,"","",51.69,,false
"VNOM","Viper Energy, Inc. Class A Common Stock","NASDAQ",13887834486,"","",38.63,,false
"BPYPN","Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3","NASDAQ",13826419985,"","",13.3,,false
"DOCU","DocuSign, Inc. Common Stock","NASDAQ",13698655416,"","",68.4,,false
"NDSN","Nordson Corporation Common Stock","NASDAQ",13421647952,"","",240.43,,false
"ERIE","Erie Indemnity Company Class A Common Stock","NASDAQ",13240825007,"","",286.65,,false
"MDGL","Madrigal Pharmaceuticals, Inc. Common Stock","NASDAQ",13225768323,"","",582.34,,false
"JKHY","Jack Henry & Associates, Inc. Common Stock","NASDAQ",13207379047,"","",182.48,,false
"LECO","Lincoln Electric Holdings, Inc. Common Shares","NASDAQ",13186472817,"","",239.64,,false
"TSEM","Tower Semiconductor Ltd. Ordinary Shares","NASDAQ",13122462673,"","",117.42,,false
"COKE","Coca-Cola Consolidated, Inc. Common Stock","NASDAQ",13099398539,"","",153.3,,false
"SMMT","Summit Therapeutics Inc. Common Stock","NASDAQ",13020299990,"","",17.49,,false
"ASND","Ascendis Pharma A/S American Depositary Shares","NASDAQ",12941426208,"","",213.24,,false
"NXT","Nextpower Inc. Class A Common Stock","NASDAQ",12925972406,"","",87.11,,false
"GH","Guardant Health, Inc. Common Stock","NASDAQ",12873836830,"","",102.14,,false
"MTSI","MACOM Technology Solutions Holdings, Inc. Common Stock","NASDAQ",12834520472,"","",171.28,,false
"LAMR","Lamar Advertising Company Class A Common Stock","NASDAQ",12820488468,"","",126.58,,false
"KTOS","Kratos Defense & Security Solutions, Inc. Common Stock","NASDAQ",12816698144,"","",75.91,,false
"IONS","Ionis Pharmaceuticals, Inc. Common Stock","NASDAQ",12813794230,"","",79.11,,false
"FITBO","Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K","NASDAQ",12783967612,"","",19.34,,false
"ENTG","Entegris, Inc. Common Stock","NASDAQ",12772300000,"","",84.25,,false
"PAA","Plains All American Pipeline, L.P. Common Units representing Limited Partner Interests","NASDAQ",12670739949,"","",17.96,,false
"GLPI","Gaming and Leisure Properties, Inc. Common Stock","NASDAQ",12647642804,"","",44.69,,false
"REG","Regency Centers Corporation Common Stock","NASDAQ",12625654511,"","",69.03,,false
"AKAM","Akamai Technologies, Inc. Common Stock","NASDAQ",12552241928,"","",87.25,,false
"WYNN","Wynn Resorts, Limited Common stock","NASDAQ",12511249058,"","",120.33,,false
"IREN","IREN Limited Ordinary Shares","NASDAQ",12401465782,"","",37.77,,false
