Symbol,Name,Exchange,Sector,MarketCap,LastPrice,TotalScore,IsLegitimate,DataSource
"CDNS","Cadence Design Systems, Inc. Common Stock","NASDAQ","Unknown",85084588580,312.5799865722656,0,true,"yahoo"
"MAR","Marriott International Class A Common Stock","NASDAQ","Unknown",83253460881,310.239990234375,1,true,"yahoo"
"REGN","Regeneron Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown",81123123278,771.8699951171875,1,true,"yahoo"
"SATA","Strive, Inc. Variable Rate Series A Perpetual Preferred Stock","NASDAQ","Unknown",77544336475,95.08999633789062,1,false,"yahoo"
"ORLY","O'Reilly Automotive, Inc. Common Stock","NASDAQ","Unknown",76990734231,91.20999908447266,0,true,"yahoo"
"CTAS","Cintas Corporation Common Stock","NASDAQ","Unknown",75579066131,188.07000732421875,0,true,"yahoo"
"EQIX","Equinix, Inc. Common Stock REIT","NASDAQ","Unknown",75226245520,766.1599731445312,0,true,"yahoo"
"MNST","Monster Beverage Corporation","NASDAQ","Unknown",74908216631,76.66999816894531,0,true,"yahoo"
"MRVL","Marvell Technology, Inc. Common Stock","NASDAQ","Unknown",72071538000,84.9800033569336,0,true,"yahoo"
"WBD","Warner Bros. Discovery, Inc. Series A Common Stock","NASDAQ","Unknown",71415225349,28.81999969482422,0,true,"yahoo"
"MDLZ","Mondelez International, Inc. Class A Common Stock","NASDAQ","Unknown",69459997624,53.83000183105469,0,true,"yahoo"
"CSX","CSX Corporation Common Stock","NASDAQ","Unknown",67502464655,36.25,0,true,"yahoo"
"ADSK","Autodesk, Inc. Common Stock","NASDAQ","Unknown",62754120000,296.010009765625,0,true,"yahoo"
"AEP","American Electric Power Company, Inc. Common Stock","NASDAQ","Unknown",61721476567,115.30999755859375,0,true,"yahoo"
"COIN","Coinbase Global, Inc. Class A Common Stock","NASDAQ","Unknown",60977252098,226.13999938964844,0,true,"yahoo"
"ELVR","Elevra Lithium Limited American Depository Shares","NASDAQ","Unknown",60683107125,52.56999969482422,0,false,"yahoo"
"FTNT","Fortinet, Inc. Common Stock","NASDAQ","Unknown",59053095780,79.41000366210938,0,true,"yahoo"
"WDC","Western Digital Corporation Common Stock","NASDAQ","Unknown",58898989138,172.27000427246094,0,true,"yahoo"
"STX","Seagate Technology Holdings PLC Ordinary Shares (Ireland)","NASDAQ","Unknown",58811768739,275.3900146484375,0,true,"yahoo"
"TRI","Thomson Reuters Corporation Common Shares","NASDAQ","Unknown",58670275610,131.88999938964844,0,true,"yahoo"
"ROST","Ross Stores, Inc. Common Stock","NASDAQ","Unknown",58265369330,180.13999938964844,0,true,"yahoo"
"PCAR","PACCAR Inc. Common Stock","NASDAQ","Unknown",57515129354,109.51000213623047,0,true,"yahoo"
"WDAY","Workday, Inc. Class A Common Stock","NASDAQ","Unknown",56487140000,214.77999877929688,0,true,"yahoo"
"BRKRP","Bruker Corporation 6.375% Mandatory Convertible Preferred Stock, Series A","NASDAQ","Unknown",55610458704,366,0,false,"yahoo"
"NDAQ","Nasdaq, Inc. Common Stock","NASDAQ","Unknown",55460786407,97.12999725341797,1,true,"yahoo"
"MDLN","Medline Inc. Class A Common Stock","NASDAQ","Unknown",55176123324,42,0,true,"yahoo"
"NXPI","NXP Semiconductors N.V. Common Stock","NASDAQ","Unknown",54628460675,217.05999755859375,0,true,"yahoo"
"PYPL","PayPal Holdings, Inc. Common Stock","NASDAQ","Unknown",54623361016,58.380001068115234,0,true,"yahoo"
"IDXX","IDEXX Laboratories, Inc. Common Stock","NASDAQ","Unknown",54021820285,676.530029296875,0,true,"yahoo"
"ALNY","Alnylam Pharmaceuticals, Inc. Common Stock","NASDAQ","Unknown",52535059728,397.6499938964844,0,true,"yahoo"
"ARGX","argenx SE American Depositary Shares","NASDAQ","Unknown",51290261194,840.9500122070312,0,true,"yahoo"
"EA","Electronic Arts Inc. Common Stock","NASDAQ","Unknown",50960834153,204.3300018310547,0,true,"yahoo"
"ROP","Roper Technologies, Inc. Common Stock","NASDAQ","Unknown",47912649216,445.1300048828125,0,true,"yahoo"
"DDOG","Datadog, Inc. Class A Common Stock","NASDAQ","Unknown",47687715157,135.99000549316406,0,true,"yahoo"
"TTWO","Take-Two Interactive Software, Inc. Common Stock","NASDAQ","Unknown",47308924357,256.0299987792969,0,true,"yahoo"
"TCOM","Trip.com Group Limited American Depositary Shares","NASDAQ","Unknown",46976697259,71.91000366210938,0,true,"yahoo"
"FER","Ferrovial SE Ordinary Shares","NASDAQ","Unknown",46531223404,64.61000061035156,0,true,"yahoo"
"FAST","Fastenal Company Common Stock","NASDAQ","Unknown",46070673484,40.130001068115234,0,true,"yahoo"
"BKR","Baker Hughes Company Class A Common Stock","NASDAQ","Unknown",44937682586,45.540000915527344,0,true,"yahoo"
"BIDU","Baidu, Inc. ADS","NASDAQ","Unknown",44917105271,130.66000366210938,0,true,"yahoo"
"AXON","Axon Enterprise, Inc. Common Stock","NASDAQ","Unknown",44815620955,567.9299926757812,0,true,"yahoo"
"EXC","Exelon Corporation Common Stock","NASDAQ","Unknown",44038554874,43.59000015258789,0,true,"yahoo"
"XEL","Xcel Energy Inc. Common Stock","NASDAQ","Unknown",43691127634,73.86000061035156,0,true,"yahoo"
"MSTR","Strategy Inc Common Stock Class A","NASDAQ","Unknown",43663400033,151.9499969482422,0,true,"yahoo"
"MPWR","Monolithic Power Systems, Inc. Common Stock","NASDAQ","Unknown",43420988520,906.3599853515625,0,true,"yahoo"
"FANG","Diamondback Energy, Inc. Common Stock","NASDAQ","Unknown",43073395553,150.3300018310547,0,true,"yahoo"
"TEAM","Atlassian Corporation Class A Common Stock","NASDAQ","Unknown",42660833430,162.13999938964844,0,true,"yahoo"
"JD","JD.com, Inc. American Depositary Shares","NASDAQ","Unknown",41709551375,28.700000762939453,0,true,"yahoo"
"CCEP","Coca-Cola Europacific Partners plc Ordinary Shares","NASDAQ","Unknown",41176206673,90.69999694824219,0,true,"yahoo"
"PAYX","Paychex, Inc. Common Stock","NASDAQ","Unknown",40268968541,112.18000030517578,0,true,"yahoo"
"CTSH","Cognizant Technology Solutions Corporation Class A Common Stock","NASDAQ","Unknown",40059657259,83,0,true,"yahoo"
"HBANL","Huntington Bancshares Incorporated Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock","NASDAQ","Unknown",39984252029,25.389999389648438,0,false,"yahoo"
"EBAY","eBay Inc. Common Stock","NASDAQ","Unknown",39369200000,87.0999984741211,0,true,"yahoo"
"KDP","Keurig Dr Pepper Inc. Common Stock","NASDAQ","Unknown",38053913331,28.010000228881836,0,true,"yahoo"
"RYAAY","Ryanair Holdings plc American Depositary Shares","NASDAQ","Unknown",37988817228,72.19000244140625,1,true,"yahoo"
"CPRT","Copart, Inc. (DE) Common Stock","NASDAQ","Unknown",37897892329,39.150001525878906,0,true,"yahoo"
"GEHC","GE HealthCare Technologies Inc. Common Stock","NASDAQ","Unknown",37361880976,82.0199966430664,0,true,"yahoo"
"RKLB","Rocket Lab Corporation Common Stock","NASDAQ","Unknown",37262745790,69.76000213623047,1,true,"yahoo"
"INSM","Insmed Incorporated Common Stock","NASDAQ","Unknown",37118114545,174.0399932861328,0,true,"yahoo"
"UAL","United Airlines Holdings, Inc. Common Stock","NASDAQ","Unknown",36200381930,111.81999969482422,0,true,"yahoo"
"FISV","Fiserv, Inc. Common Stock","NASDAQ","Unknown",36127511250,67.16999816894531,0,true,"yahoo"
"ZS","Zscaler, Inc. Common Stock","NASDAQ","Unknown",35868264103,224.9199981689453,0,true,"yahoo"
"CRWV","CoreWeave, Inc. Class A Common Stock","NASDAQ","Unknown",35684517034,71.61000061035156,1,true,"yahoo"
"SYM","Symbotic Inc. Class A Common Stock","NASDAQ","Unknown",35599775106,59.5,0,true,"yahoo"
"SNDK","Sandisk Corporation Common Stock","NASDAQ","Unknown",34788793631,237.3800048828125,1,true,"yahoo"
"ACGL","Arch Capital Group Ltd. Common Stock","NASDAQ","Unknown",34783079973,95.91999816894531,1,true,"yahoo"
"HBANM","Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock","NASDAQ","Unknown",34771653596,22.079999923706055,0,false,"yahoo"
"EXPE","Expedia Group, Inc. Common Stock","NASDAQ","Unknown",34714686825,283.30999755859375,0,true,"yahoo"
"MCHP","Microchip Technology Incorporated Common Stock","NASDAQ","Unknown",34437272262,63.720001220703125,0,true,"yahoo"
"MDB","MongoDB, Inc. Class A Common Stock","NASDAQ","Unknown",34159307754,419.69000244140625,0,true,"yahoo"
"ONC","BeOne Medicines Ltd. American Depositary Shares","NASDAQ","Unknown",33618989663,303.80999755859375,0,true,"yahoo"
"KMB","Kimberly-Clark Corporation Common Stock","NASDAQ","Unknown",33484696473,100.88999938964844,0,true,"yahoo"
"SOFI","SoFi Technologies, Inc. Common Stock","NASDAQ","Unknown",32963633554,26.18000030517578,0,true,"yahoo"
"ODFL","Old Dominion Freight Line, Inc. Common Stock","NASDAQ","Unknown",32786635235,156.8000030517578,0,true,"yahoo"
"FOXA","Fox Corporation Class A Common Stock","NASDAQ","Unknown",32438894623,73.06999969482422,0,true,"yahoo"
"ERIC","Ericsson American Depositary Shares","NASDAQ","Unknown",32310629243,9.649999618530273,0,true,"yahoo"
"NTRA","Natera, Inc. Common Stock","NASDAQ","Unknown",31617733787,229.08999633789062,0,true,"yahoo"
"MCHPP","Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock","NASDAQ","Unknown",31497241486,58.279998779296875,0,false,"yahoo"
"WTW","Willis Towers Watson Public Limited Company Ordinary Shares","NASDAQ","Unknown",31462994232,328.6000061035156,1,true,"yahoo"
"SATS","EchoStar  Corporation Common Stock","NASDAQ","Unknown",31292155441,108.69999694824219,0,true,"yahoo"
"VRSK","Verisk Analytics, Inc. Common Stock","NASDAQ","Unknown",31176250183,223.69000244140625,1,true,"yahoo"
"FITB","Fifth Third Bancorp Common Stock","NASDAQ","Unknown",30941960907,46.810001373291016,0,true,"yahoo"
"TER","Teradyne, Inc. Common Stock","NASDAQ","Unknown",30313103129,193.55999755859375,0,true,"yahoo"
"STRF","Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock","NASDAQ","Unknown",29037094922,101.05000305175781,0,true,"yahoo"
"FOX","Fox Corporation Class B Common Stock","NASDAQ","Unknown",28825200875,64.93000030517578,0,true,"yahoo"
"KHC","The Kraft Heinz Company Common Stock","NASDAQ","Unknown",28703647791,24.25,0,true,"yahoo"
"IBKR","Interactive Brokers Group, Inc. Class A Common Stock","NASDAQ","Unknown",28641366364,64.30999755859375,0,true,"yahoo"
"LPLA","LPL Financial Holdings Inc. Common Stock","NASDAQ","Unknown",28587037450,357.1700134277344,0,true,"yahoo"
"CSGP","CoStar Group, Inc. Common Stock","NASDAQ","Unknown",28497844467,67.23999786376953,0,true,"yahoo"
"STRC","Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock","NASDAQ","Unknown",28389112249,98.79499816894531,0,true,"yahoo"
"ALAB","Astera Labs, Inc. Common Stock","NASDAQ","Unknown",28098805558,166.36000061035156,1,true,"yahoo"
"FSLR","First Solar, Inc. Common Stock","NASDAQ","Unknown",28032105673,261.2300109863281,0,true,"yahoo"
"HBAN","Huntington Bancshares Incorporated Common Stock","NASDAQ","Unknown",27322834687,17.350000381469727,0,true,"yahoo"
"AGNCN","AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock","NASDAQ","Unknown",27097010008,25.260000228881836,0,false,"yahoo"
"AGNCZ","AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock","NASDAQ","Unknown",27075555527,25.239999771118164,0,false,"yahoo"
"CHTR","Charter Communications, Inc. Class A Common Stock New","NASDAQ","Unknown",27014205361,208.75,0,true,"yahoo"
"HBANP","Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock","NASDAQ","Unknown",26913385868,17.09000015258789,0,false,"yahoo"
"ULTA","Ulta Beauty, Inc. Common Stock","NASDAQ","Unknown",26839557682,605.010009765625,0,true,"yahoo"
"AGNCO","AGNC Investment Corp. Depositary Shares, each representing a 1/1,000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock","NASDAQ","Unknown",26828828991,25.010000228881836,0,false,"yahoo"
"FCNCA","First Citizens BancShares, Inc. Class A Common Stock","NASDAQ","Unknown",26688932991,2146.179931640625,0,true,"yahoo"
"ASTS","AST SpaceMobile, Inc. Class A Common Stock","NASDAQ","Unknown",26656613938,72.62999725341797,1,true,"yahoo"
"AGNCL","AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock","NASDAQ","Unknown",26549920733,24.75,0,false,"yahoo"
"TSCO","Tractor Supply Company Common Stock","NASDAQ","Unknown",26425463786,50.0099983215332,0,true,"yahoo"
"AGNCP","AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","NASDAQ","Unknown",26324648678,24.540000915527344,0,false,"yahoo"
"AGNCM","AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock","NASDAQ","Unknown",26292466956,24.510000228881836,0,false,"yahoo"
"EXE","Expand Energy Corporation Common Stock","NASDAQ","Unknown",26284407761,110.36000061035156,0,true,"yahoo"
"LITE","Lumentum Holdings Inc. Common Stock","NASDAQ","Unknown",26133031000,368.5899963378906,1,true,"yahoo"
"CRDO","Credo Technology Group Holding Ltd Ordinary Shares","NASDAQ","Unknown",25991098047,143.88999938964844,0,true,"yahoo"
"DXCM","DexCom, Inc. Common Stock","NASDAQ","Unknown",25885379973,66.37000274658203,0,true,"yahoo"
"NTRS","Northern Trust Corporation Common Stock","NASDAQ","Unknown",25831541432,136.58999633789062,0,true,"yahoo"
"BIIB","Biogen Inc. Common Stock","NASDAQ","Unknown",25818132849,175.99000549316406,0,true,"yahoo"
"ZM","Zoom Communications, Inc. Class A Common Stock","NASDAQ","Unknown",25550552615,86.29000091552734,0,true,"yahoo"
"CINF","Cincinnati Financial Corporation Common Stock","NASDAQ","Unknown",25480943543,163.32000732421875,0,true,"yahoo"
"TW","Tradeweb Markets Inc. Class A Common Stock","NASDAQ","Unknown",25430885738,107.54000091552734,0,true,"yahoo"
"STLD","Steel Dynamics, Inc.","NASDAQ","Unknown",24745606858,169.4499969482422,0,true,"yahoo"
"AFRM","Affirm Holdings, Inc. Class A Common Stock","NASDAQ","Unknown",24567380876,74.43000030517578,0,true,"yahoo"
"DLTR","Dollar Tree Inc. Common Stock","NASDAQ","Unknown",24460930533,123.01000213623047,0,true,"yahoo"
"RIVN","Rivian Automotive, Inc. Class A Common Stock","NASDAQ","Unknown",24162747497,19.709999084472656,1,true,"yahoo"
"TPG","TPG Inc. Class A Common Stock","NASDAQ","Unknown",24136009740,63.84000015258789,0,true,"yahoo"
"EXEEL","Expand Energy Corporation Class C Warrants","NASDAQ","Unknown",23733610306,99.6500015258789,0,false,"yahoo"
"LULU","lululemon athletica inc. Common Stock","NASDAQ","Unknown",23314212420,207.80999755859375,1,true,"yahoo"
"FUTU","Futu Holdings Limited American Depositary Shares","NASDAQ","Unknown",22862548268,164.2100067138672,0,true,"yahoo"
"BNTX","BioNTech SE American Depositary Share","NASDAQ","Unknown",22845220541,95.19999694824219,0,true,"yahoo"
"BTSGU","BrightSpring Health Services, Inc. Tangible Equity Unit","NASDAQ","Unknown",22762263404,126.20999908447266,0,false,"yahoo"
"STRK","Strategy Inc 8.00% Series A Perpetual Strike Preferred Stock","NASDAQ","Unknown",22631980169,78.76000213623047,0,true,"yahoo"
"VRSN","VeriSign, Inc. Common Stock","NASDAQ","Unknown",22521465000,242.9499969482422,0,true,"yahoo"
"TROW","T. Rowe Price Group, Inc. Common Stock","NASDAQ","Unknown",22343104060,102.37999725341797,0,true,"yahoo"
"FLEX","Flex Ltd. Ordinary Shares","NASDAQ","Unknown",22342731618,60.41999816894531,0,true,"yahoo"
"RPRX","Royalty Pharma plc Class A Ordinary Shares","NASDAQ","Unknown",22304480454,38.63999938964844,0,true,"yahoo"
"CYBR","CyberArk Software Ltd. Ordinary Shares","NASDAQ","Unknown",22061553521,446.05999755859375,0,true,"yahoo"
"ON","ON Semiconductor Corporation Common Stock","NASDAQ","Unknown",21788791010,54.150001525878906,0,true,"yahoo"
"STRD","Strategy Inc 10.00% Series A Perpetual Stride Preferred Stock","NASDAQ","Unknown",21721068829,75.58999633789062,0,true,"yahoo"
"SSNC","SS&C Technologies Holdings, Inc. Common Stock","NASDAQ","Unknown",21332875570,87.41999816894531,0,true,"yahoo"
"CG","The Carlyle Group Inc. Common Stock","NASDAQ","Unknown",21303863827,59.11000061035156,0,true,"yahoo"
"NTAP","NetApp, Inc. Common Stock","NASDAQ","Unknown",21210282667,107.08999633789062,0,true,"yahoo"
"UTHR","United Therapeutics Corporation Common Stock","NASDAQ","Unknown",20979327863,487.25,0,true,"yahoo"
"PTC","PTC Inc. Common Stock","NASDAQ","Unknown",20809081549,174.2100067138672,0,true,"yahoo"
"SBAC","SBA Communications Corporation Class A Common Stock","NASDAQ","Unknown",20609360484,193.42999267578125,0,true,"yahoo"
"CASY","Casey's General Stores, Inc. Common Stock","NASDAQ","Unknown",20487264538,552.7100219726562,0,true,"yahoo"
"GMAB","Genmab A/S ADS","NASDAQ","Unknown",20385653288,30.799999237060547,0,true,"yahoo"
"FTAI","FTAI Aviation Ltd. Common Stock","NASDAQ","Unknown",20191480286,196.85000610351562,0,true,"yahoo"
"CHKP","Check Point Software Technologies Ltd. Ordinary Shares","NASDAQ","Unknown",20108863128,185.55999755859375,0,true,"yahoo"
"ILMN","Illumina, Inc. Common Stock","NASDAQ","Unknown",20041248000,131.16000366210938,0,true,"yahoo"
"PODD","Insulet Corporation Common Stock","NASDAQ","Unknown",19995402288,284.239990234375,0,true,"yahoo"
"NBIS","Nebius Group N.V. Class A Ordinary Shares","NASDAQ","Unknown",19930899699,83.70500183105469,1,true,"yahoo"
"INCY","Incyte Corp. Common Stock","NASDAQ","Unknown",19390793375,98.7699966430664,0,true,"yahoo"
"PFG","Principal Financial Group Inc Common Stock","NASDAQ","Unknown",19379193891,88.20999908447266,0,true,"yahoo"
"GFS","GlobalFoundries Inc. Ordinary Shares","NASDAQ","Unknown",19307715779,34.91999816894531,0,true,"yahoo"
"EXAS","Exact Sciences Corporation Common Stock","NASDAQ","Unknown",19242705025,101.55999755859375,0,true,"yahoo"
"CHRW","C.H. Robinson Worldwide, Inc. Common Stock","NASDAQ","Unknown",18991732735,160.75999450683594,0,true,"yahoo"
"RGLD","Royal Gold, Inc. Common Stock","NASDAQ","Unknown",18760845424,222.2899932861328,0,true,"yahoo"
"TRMB","Trimble Inc. Common Stock","NASDAQ","Unknown",18641107373,78.3499984741211,0,true,"yahoo"
"JBHT","J.B. Hunt Transport Services, Inc. Common Stock","NASDAQ","Unknown",18504733362,194.33999633789062,0,true,"yahoo"
"NVAWW","Nova Minerals Limited Warrant","NASDAQ","Unknown",18483135759,40.98,0,true,"mock"
"TTD","The Trade Desk, Inc. Class A Common Stock","NASDAQ","Unknown",18357261151,37.959999084472656,0,true,"yahoo"
"WWD","Woodward, Inc. Common Stock","NASDAQ","Unknown",18099588522,302.32000732421875,0,true,"yahoo"
"LI","Li Auto Inc. American Depositary Shares","NASDAQ","Unknown",17916362048,16.93000030517578,0,true,"yahoo"
"CDW","CDW Corporation Common Stock","NASDAQ","Unknown",17732376492,136.1999969482422,0,true,"yahoo"
"SMCI","Super Micro Computer, Inc. Common Stock","NASDAQ","Unknown",17473345063,29.270000457763672,0,true,"yahoo"
"DKNG","DraftKings Inc. Class A Common Stock","NASDAQ","Unknown",17153240626,34.459999084472656,0,true,"yahoo"
"TLN","Talen Energy Corporation Common Stock","NASDAQ","Unknown",17125625448,374.8399963378906,0,true,"yahoo"
"FITBI","Fifth Third Bancorp Depositary Shares","NASDAQ","Unknown",16915291169,25.59000015258789,0,false,"yahoo"
"GEN","Gen Digital Inc. Common Stock","NASDAQ","Unknown",16768510949,27.190000534057617,0,true,"yahoo"
"LNT","Alliant Energy Corporation Common Stock","NASDAQ","Unknown",16711060322,65.01000213623047,0,true,"yahoo"
"EVRG","Evergy, Inc. Common Stock","NASDAQ","Unknown",16688223299,72.48999786376953,0,true,"yahoo"
"NWS","News Corporation Class B Common Stock","NASDAQ","Unknown",16637518307,29.6299991607666,0,true,"yahoo"
"HOLX","Hologic, Inc. Common Stock","NASDAQ","Unknown",16604210434,74.48999786376953,0,true,"yahoo"
"ZG","Zillow Group, Inc. Class A Common Stock","NASDAQ","Unknown",16515114485,68.2300033569336,0,true,"yahoo"
"Z","Zillow Group, Inc. Class C Capital Stock","NASDAQ","Unknown",16512693979,68.22000122070312,0,true,"yahoo"
"FITBP","Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A","NASDAQ","Unknown",16293940106,24.649999618530273,0,false,"yahoo"
"BPYPM","Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units, Series 1","NASDAQ","Unknown",16113496975,15.5,0,false,"yahoo"
